"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"11","GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.809187945536152,0.98506106771057,-0.262328263770976,-0.750221336200326,21453,22,"GCLC,TST,AHCY,BLMH,MTR"
"12","GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.959959610081945,1,-0.231082610312108,-0.540490130164582,24717,10,"TST,BLMH"
"13","GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.907140462621522,1,-0.183418120721126,-0.867338671201502,29765,543,"SOX10,OLIG2,ZNF536,H1-0,PSEN1,FGFR2,LILRB4,ZBTB14,ZNF254,SALL1,SOX30,NFE2L3,CALR,EFNA1,DICER1,NR1D2,CBX4,NR4A2,NR1H2,AASS,TMBIM6,FOXC1,SREBF1,RARA,SRY,FOXH1,HOXD8,ZNF217,MAX,NR6A1,MAF,RBPJ,MTDH,DR1,ELANE,IFI27,NELFE,TCF21,ZNF749,MAZ,LIN37,PDX1,WWP2,MTA1,NOC2L,ERF,EHMT2,MSC,PRKN,KLF10,NR2E3,SOX2,CHD3,ZNF124,ZNF10,ZNF451,SOX1,CRYM,HIPK2,BTG2,PARP1,EZH2,WWOX,THRA,SP3,TGIF2,PEX2,NPAS1,USP2,PIAS4,KLF4,TAGLN3,BRMS1,HOXA2,ZNF174,NOTCH2,NR0B1,PDE2A,SPI1,MDFI,ZNF282,ATN1,ZBTB33,HES2,TRIM28,NFIC,OSR2,PAX6,OVOL1,GPS2,TFAP2B,ESR2,H1-5,SQSTM1,FOXC2,SOX13,NR2C2,TBX6,ZNF175,CCND1,LDB1,NCK2,TLE5,CBFB,MEN1,HIC1,NFIB,ZNF141,IRF2BP1,HOXB13,MDM4,SARS1,PATZ1,ZNF263,DLG1,CBX2,SUPT4H1,BACH1,PTCH1,SMAD3,SFPQ,HNRNPU,ORC2,TPR,DLX2,DPF2,ID3"
"14","GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_ORIENTATION",0.756901021808754,0.976427035182506,-0.287913066279423,-0.784276121384108,19851,18,"DCTN1,NUMA1,GJA1,ZW10"
"15","GOBP_RRNA_MODIFICATION",0.865583639137426,0.997128840587779,0.280413858763057,0.675115742895929,20992,10,"EMG1,MTERF4,THUMPD1,DIMT1,TSR3"
"16","GOBP_MAPK_CASCADE",0.00263283867879368,0.162771413450122,-0.279620026209736,-1.33842886332802,87,635,"TF,GPR37,PDE8A,LPAR1,SFRP1,PPP5C,CRYAB,ZFP36L2,CD74,DUSP1,DLG4,PHLPP1,YWHAE,CSF1R,RASSF2,LAPTM5,PSEN1,SMPD1,FGFR2,GNAI2,LILRB4,RASGRP3,PPP2R1A,NECAB2,ALOX15,CTSH,EFNA1,CCN2,FGF1,GPR183,NCAM1,CSF2RA,SPTBN2,RAP2A,PKN1,VRK2,SERPINB3,CD24,PSMA6,DVL3,FGA,TGFA,DUSP10,SEMA7A,CXCR4,CD27,ELANE,RASA2,PAK1,NELFE,HTR2C,RAPGEF1,MAP2K2,AGT,PINK1,MINK1,HTR2B,STK3,AKAP13,MAPK8IP1,MAP3K11,FOXO1,AKT1,NPY5R,MAP2K1,RASA3,ABL1,PSMD3,HCRTR1,PRKN,SLAMF1,MAPK13,IRS2,XCL1,HRAS,PTPRC,SOX2,CCL16,PIK3R2,MAP4K2,HIPK2,SRPK3,PSMC4,MAPK8IP2,FPR2,EZH2,IQGAP1,ERBB3,MDFIC,SOS1,PRKCZ,PHB2,MAPK1,FGF5,GRIN1,MAPK8IP3,TAOK3,NPPA,PSMB6,CHUK,FN1,FGF7,FGF13,P2RX7,RIPK2,PTPRJ,KLF4,GPNMB,CD300A,FGF18,STK25,REN,NUP62,NOTCH2,SPI1,PRKAA1,PSMB3,GSTP1,TIAM1,MBP,MAPKAPK5,PSMD9,IKBKB,MAP2K6,GPS2,ARTN,PRKCD,NTRK1,PTPN22,RHBDD3,CCL19,MAP4K4,UCHL1,NRAS,MAP4K5,GHR,TRAF4,SPTBN1,RASGRF1,IGFBP6,INSR,AVP,PSMC3,AXIN1,STK39,MEN1,RGS3,NTF3,CCR7,PRDX2,CCR5,DLG1,FLT4,MAP3K1,CCL20,AVPR1B,IAPP,SRC,PSME4,GDF15,IL5,PDGFRA,DUSP9"
"17","GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY",0.609337122795286,0.935534010991781,0.335333575556978,0.88515574325818,14578,14,"H4C3,H4C13,H3-3B,H3C4"
"18","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",0.0597794544399304,0.508533829781031,0.380764888403996,1.38257979650424,1338,55,"RPS4Y1,RPL4,RPL23,NCBP2,NBAS,RNPS1,RPL18,UPF2,DCP2,RPS24,CTIF,RPS16,MAGOH,RPL35,RPS6,RPL37,RPS29,SMG1,UPF1,RPS5,RPL10A,RPL30"
"19","GOBP_ACTIVATION_OF_MAPKK_ACTIVITY",0.698167365864429,0.96298016372448,0.251330973397773,0.855644934564041,15809,41,"CARTPT,JAK2,MAP3K5,MAPK3,EGF,MAP3K9,MAP3K4"
"20","GOBP_ACTIVATION_OF_MAPK_ACTIVITY",0.189546118023215,0.699030098350818,-0.296051277529706,-1.16285899973438,5453,109,"TF,LPAR1,CD74,FGF1,PKN1,TGFA,CXCR4,MAP2K2,AGT,MAP3K11,MAP2K1,PTPRC,MAP4K2,MDFIC,MAPK1,MAPK8IP3,RIPK2,PRKAA1,MAPKAPK5,MAP2K6,CCL19,MAP4K5,GHR,IGFBP6,INSR,STK39,NTF3,PRDX2,GDF15,DUSP9,DUSP7,MAP2K4,ERN1"
"21","GOBP_INACTIVATION_OF_MAPK_ACTIVITY",0.201578465761781,0.709974550281333,-0.454973898476975,-1.23935036724671,5286,18,"DUSP1,PPP2R1A,DUSP10,GPS2,RGS3,DUSP9,DUSP7,DUSP2"
"22","GOBP_PROTEIN_POLYUBIQUITINATION",0.156462585034014,0.670337090059905,0.258764239329693,1.14503199135219,3150,186,"WSB1,UBE2E3,SKP1,UBE2C,PSMA5,UBE2L6,CTNNB1,NEDD4L,PRPF19,TRIM14,UBE2V2,TTC3,CDC27,ANAPC10,RNF115,PSMA2,TRAF3IP2,FBXW11,UBE2K,RMND5A,ANAPC13,RNF8,UBC,UBR2,PSMA4,PSME2,SPOP,RBBP6,TNFAIP3,RNF114,PSMB9,RNF6,LMO7,PSMC5,SMURF2,FBXO21,PSMD12,PSME1"
"23","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.826624785466792,0.987913130172138,-0.195270456415162,-0.873790715123035,25526,302,"CNP,DCTN1,CRYAB,TUBB3,TPPP,SUN2,GNAI1,PHLDB1,TUBB4A,TUBGCP3,PRKAA2,MAP4,CDK5,ARHGEF2,MAPT,NEK2,PAK1,TUBGCP4,CHP1,GAS2,LLGL1,MAP1B,ABL1,DYNC1H1,BRSK2,SYNE2,PARD6B,NUMA1,CHD3,UVRAG,MAP2,PRKCZ,KATNB1,NEK7,WASHC5,MLH1,DNAH17,CSNK1D,CDH5,MAPRE3,FGF13,SLC16A1,NUP62,GJA1,PRKAA1,ZW10,CLIP3,STAG2,CHMP2A,KAT2B,CAMSAP1,PLK2,CCNB2,RNF4,MAP7,TTLL1,MAPRE1,DVL1,DLG1,DIXDC1,RASSF7,PTPA,CDK5R1,WDR62,RHOA,TUBB4B,STMN1,HNRNPU,CCP110,TPR"
"24","GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",0.163155073599142,0.677350044657406,0.544194098343904,1.31018489814893,3956,10,"PRPF3,PRPF19,SART3"
"25","GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0.960339218481559,1,-0.193293873413077,-0.635033222254416,26271,41,"SRSF6,SFSWAP,SNRPE,CELF3,SRPK3,RBMX,RBM5,NOL3,SF3A2,GEMIN2,SF3A3,PRPF6,SF1,SRSF9,KHDC4,SF3B1,LUC7L3"
"26","GOBP_MITOCHONDRIAL_FISSION",0.163767565514622,0.677370024221502,-0.466310839745809,-1.28771684789158,4311,19,"DNM2,MAPT,SLC25A46,PINK1,PRKN,DNM1"
"27","GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.273956654128605,0.775896955949303,0.310739289265515,1.11404180498318,6117,52,"GYG2,UGP2,GSK3B,IRS1,PER2,INS,PGM1,PASK,EGF,GYS2"
"28","GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.0658023379383634,0.5253348035778,0.495670072084871,1.44878636764888,1547,21,"PHKB,PHKA1,PYGL,INS,PGM1,PYGB,PHKA2"
"29","GOBP_MITOTIC_CELL_CYCLE",0.286608560218049,0.783337543497125,-0.219756887137149,-1.05171487704345,9568,633,"HSPA2,RHOB,CDKN1C,DCTN1,CCNE2,PPP5C,CDK18,NEK3,ZFP36L2,DUSP1,UBE2S,YWHAE,DNM2,MCM5,TOM1L2,RDX,TUBB3,SUN2,PCBP4,PPP2R1A,GNAI1,TUBB4A,TYMS,CALM3,CNOT3,GJC2,TUBGCP3,EIF4G1,ENSA,SLF2,TOM1L1,MAP4,PRKACA,PTTG2,ADAM17,SSNA1,CDK5,KIF22,KIF20B,FOXC1,TTN,SOX4,PSMA6,CCNG1,TGFA,MAX,NEK2,CDK16,AKAP8L,PPP2R2A,CENPF,FBXO7,CDT1,CEP164,TUBGCP4,RPA2,CNTRL,MCM7,AKT1,ABL1,PSMD3,DYNC1H1,CDKN2B,BRSK2,NUMA1,MDC1,DDB1,FBXL7,BTG3,NSL1,BTG2,SKP2,PSMC4,EZH2,IQGAP1,CHMP7,STAT5B,PHB2,ANAPC5,ANAPC15,RAD17,KATNB1,NEK7,KNTC1,TAF10,TAOK3,USP2,CSNK1D,PSMB6,CDC34,KLF4,GPNMB"
"30","GOBP_MITOTIC_CYTOKINESIS",0.905141549477725,1,-0.217805269654661,-0.691301945039013,24522,35,"RHOB,KIF20B,CHMP7,NUP62,CHMP2A,SPTBN1,RHOA,STMN1,VPS4B,CUL7,CENPA"
"31","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.583440096636041,0.925572810086136,-0.281434406484567,-0.919771374546301,15938,40,"ZFP36L2,LSM4,CNOT3,HBS1L"
"32","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",0.936194454994303,1,-0.223027746431963,-0.615890865381308,24649,19,"CNOT3,BTG2,MLH1,TOB1"
"33","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.837445082798243,0.988709978727874,0.255964910262264,0.72983622256894,19823,19,"LSM5,DCP2,LSM3,EXOSC7,LSM6,LSM7,LSM1,EXOSC2,EXOSC8,POLR2G,LSM2"
"34","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.0453222312483076,0.45409237276882,-0.314440421549262,-1.31089770622008,1338,165,"GPR37,PDE8A,RHOB,APOD,PPP5C,CRYAB,DUSP1,BAK1,DNM2,FOS,PPIF,PTPRN,CRYGD,MAPT,PINK1,FOXO1,AKT1,ABL1,BAD,MAPK13,FOSL1,PDK2,CCS,EZH2,MAPK1,CHUK,KLF4,CAT,STK25,PRKAA1,GSTP1,ADA,NFE2L2,MMP3,ATP7A,PRKCD,CCL19,PYCR1,SIGMAR1,MTR,CCR7,PRDX2,AXL,GNAO1,SRC,PDGFRA"
"35","GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.72046489846311,0.967755962114346,0.277564762431975,0.821344147218004,16922,22,"NQO1,FBLN5,SOD2,SOD1,MT3,ERCC6"
"36","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.745527342760124,0.974098488571715,0.199150920365877,0.905247882623874,14709,230,"KHDRBS3,PRPF3,AQR,SRPK1,PRPF19,HNRNPR,SNRPF,NCBP2,SRSF7,FXR1,RNPS1,LARP7,RBFOX2,SNUPN,SNRPD1,LSM5,RBM6,HNRNPH1,LSM3,MBNL1,NCL,HNRNPD,SNW1,POLR2K,WTAP,LSM6,NUP98,SPEN,SART3,TXNL4A,PRPF4B,HNRNPM,FMR1,PCBP2,SETX,STRAP,HNRNPA2B1,DDX42,RNF113A,MAGOH,CELF2,ZBTB7A,HNRNPH3,SNRPD3,PRPF18,SNRNP200,BCAS2,LSM7,DHX9,TRA2B,C1QBP,CPSF4,KHDRBS2,HNRNPA3,SYF2,WBP4,SNRNP27,LSM1,HSPA8,DDX1,CSTF1,HNRNPA0,POLR2I,DHX38,POLR2L,PSIP1,BUD31"
"37","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.848308878939669,0.99083080456852,0.219834142435706,0.772077700796405,19136,47,"KHDRBS3,FXR1,RNPS1,RBFOX2,MBNL1,WTAP,HNRNPM,FMR1,MAGOH,CELF2,ZBTB7A,DHX9,TRA2B,KHDRBS2"
"38","GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.802710645203737,0.984385347763765,0.235324529405284,0.7889264797389,18300,38,"KHDRBS3,FXR1,RNPS1,RBFOX2,MBNL1,WTAP,FMR1,MAGOH,CELF2,ZBTB7A,TRA2B,KHDRBS2"
"39","GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",0.35352455862865,0.831331846928728,0.345924571723533,1.06716665471379,8269,26,"PRPF3,PRPF19,SNRPF,SNUPN,SNRPD1,SART3,STRAP,SNRPD3"
"40","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.551010813352139,0.911532974426947,0.311845160875229,0.932395741521201,12891,23,"FKBP5,PPIC,PPIG,FKBP1B,PPID,RANBP2"
"41","GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.902848238875199,1,-0.21150057578197,-0.720394443988179,24914,49,"TSC2,SREBF1,GSK3A,FBXO7,PINK1,PRKN,WDR45B,PHB2,ATG14,HK2,SQSTM1"
"42","GOBP_MITOPHAGY",0.634105582985188,0.944628941451167,-0.315835319977072,-0.872178873035428,16695,19,"TSC2,PINK1,PRKN,PHB2,ATG14,SQSTM1"
"43","GOBP_MATURATION_OF_5_8S_RRNA",0.938575982996812,1,0.215372839487026,0.629509932883753,22079,21,"EXOSC7,RRS1,URB1,RRP15,MPHOSPH6,EXOSC2,EXOSC8,BOP1"
"44","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.104469415343021,0.598298452880598,0.480734907328591,1.37072596576709,2472,19,"BMS1,TSR1,RPS16,MRPS11,RRS1,TSR2,GTF2H5,BYSL"
"45","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.695644905124133,0.96298016372448,0.31134039439855,0.82182268134769,16643,14,"EXOSC7,RRS1,URB1,EXOSC2,EXOSC8,BOP1"
"46","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",0.45789694176791,0.882476127239838,0.371223303770754,0.997398175602205,10929,15,"BMS1,EXOSC7,TSR1,RRS1,EXOSC2,EXOSC8,BOP1"
"47","GOBP_MATURATION_OF_LSU_RRNA",0.527125303017638,0.905644139983196,0.358629625822975,0.946648639261595,12611,14,"RSL1D1,ZNHIT3,URB1,RRP15,RPL35,RPL10A"
"48","GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.927183846971307,1,0.220646841257727,0.644925230878666,21811,21,"CITED1,TBXT,WNT5A,SMAD6,BASP1,FZD5"
"49","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION",0.918767400175432,1,-0.235779757400264,-0.633909054288314,24090,17,"DDB1,PARP1,COPS6,XPA,COPS7A,XPC"
"50","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING",0.580886682930933,0.92479730526362,0.322767922486707,0.909072636138205,13809,18,"GTF2H1,UBC,RAD23B,GTF2H3,CUL4A,CETN2,GTF2H5"
"51","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",0.485840046507765,0.895131912098385,0.386764622864921,0.977862992781048,11699,12,"RAD51C,TEP1,SMC5,BRCA2,XRCC1"
"52","GOBP_RECOMBINATIONAL_REPAIR",0.577803203661327,0.922460565133392,0.24582672289083,0.934602220390819,12624,70,"ZNF365,SMCHD1,H2AX,RAD51C,RAD51B,SAMHD1,CDC7,MCM6,RAD21,NIPBL,CHEK1,MCM2,HUS1,PSMD14,ZFYVE26,RPA3,YY1,ATM,ERCC6,RIF1"
"53","GOBP_NON_RECOMBINATIONAL_REPAIR",0.161123264431448,0.676171647399833,0.336281492829248,1.22105796013077,3608,55,"H4C3,PRPF19,H4C13,UBE2V2,SMCHD1,H2AX,HMGB2,RNF8,SUMO1,POLA1,ZBTB7A,PSMD14,ATM,ERCC6,RIF1"
"54","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",0.824960294240575,0.987913130172138,0.273683228092277,0.722421787847949,19737,14,"UBE2V2,ATM,BRCA1,MRE11"
"55","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.983488934993084,1,0.175568418845175,0.564341423631054,22753,31,"UBE2L6,UBC,USP10,POLA1,ZBTB1,RPA3,RFC2"
"56","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.433544303797468,0.872861338266297,-0.373353467865787,-1.01701605094542,11370,18,"H1-0,DICER1,KPNA1,DNASE1L1,DNASE1L3"
"57","GOBP_SISTER_CHROMATID_SEGREGATION",0.661788277928775,0.954666047985432,-0.231302271813798,-0.901921460543326,18991,104,"DUSP1,SLF2,PTTG2,KIF22,TTN,NEK2,AKAP8L,CENPF,CDT1,NUMA1,NSL1,CHMP7,PHB2,ANAPC5,ANAPC15,KATNB1,KNTC1,NUP62,ZW10,BUB3,STAG2,CHMP2A"
"58","GOBP_CELL_MORPHOGENESIS",0.00267109871193684,0.162771413450122,-0.276904018577209,-1.33201784391418,89,679,"ENPP2,UGT8,MAG,SPP1,CLIC4,CNP,RHOB,CDC42EP1,LIPA,RAB3A,PLXNB3,LPAR1,SEMA3B,CORO1A,CDH19,DLG4,DNM2,CSF1R,EPHB3,KIF13B,RHOG,PSEN1,CNTN2,FGFR2,RDX,ARHGAP33,TUBB3,ARHGDIA,KIF1A,BAMBI,PLOD3,ZMYM4,CALR,EFNA1,DICER1,BSG,ALCAM,SEPTIN7,PRKCQ,NR4A2,NCAM1,KANK1,ARC,SPTBN2,GAB1,RAP2A,ITPKA,CDK5,KIF20B,ARHGEF2,GAB2,PLXNB1,EFNA3,DVL3,MAPT,DDR1,FGA,OMG,NFASC,ARHGAP35,VAMP3,BDNF,SEMA7A,CXCR4,GBX2,WASL,PAK1,HEG1,DOCK1,LAMA3,LAMB4,FSTL4,SNX1,MINK1,GAS2,VLDLR,EMX1,LLGL1,MAP1B,CDH22,MPL,MAP2K1,ABL1,LZTS3,PRKN,ADGRB1,ABI2,BRSK2,PARD6B,IRS2,RAB21,PAK2,NEO1,FLRT1,TANC2,MEGF9,EVX1,SPARC,SLC23A2,MAP2,DOK4,MAPK8IP2,ARAP1,SLIT1,IQGAP1,SOS1,PRKCZ,MAPK1,CDC42EP2,RND1,EFNB3,TAOK3,FEZ1,CDH5,PARVB,FN1,FGF13,RAC3,HOXA2,STK25,NOTCH2,GJA1,METTL3,TIAM1,PTPRD,LAMB3,GREM1,NOTCH3,GDI1,UNC5B,KIF5A"
"59","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.0211137746634704,0.334845802052441,-0.267235418835973,-1.25605797760907,686,505,"MAG,SPP1,CLIC4,CNP,RAB3A,PLXNB3,SEMA3B,DLG4,DNM2,CSF1R,EPHB3,KIF13B,RHOG,PSEN1,CNTN2,FGFR2,ARHGAP33,TUBB3,ARHGDIA,KIF1A,PLOD3,CALR,EFNA1,BSG,ALCAM,PRKCQ,NR4A2,NCAM1,KANK1,ARC,SPTBN2,GAB1,RAP2A,ITPKA,CDK5,GAB2,PLXNB1,EFNA3,MAPT,FGA,OMG,NFASC,ARHGAP35,VAMP3,BDNF,SEMA7A,CXCR4,GBX2,WASL,PAK1,HEG1,DOCK1,LAMA3,LAMB4,FSTL4,MINK1,VLDLR,LLGL1,MAP1B,MPL,MAP2K1,ABL1,LZTS3,ADGRB1,ABI2,BRSK2,PARD6B,IRS2,RAB21,PAK2,NEO1,TANC2,MEGF9,EVX1,MAP2,DOK4,MAPK8IP2,SLIT1,SOS1,MAPK1,EFNB3,FEZ1,PARVB,FN1,FGF13,RAC3,HOXA2,STK25,NOTCH2,METTL3,TIAM1,PTPRD,LAMB3,NOTCH3,GDI1,UNC5B,KIF5A"
"60","GOBP_CYTOKINESIS",0.584014532243415,0.926064864846922,-0.244678710514636,-0.933740621000383,16717,90,"RHOB,SEPTIN10,SEPTIN4,PKP4,CALM3,SEPTIN7,KIF20B,UVRAG,CHMP7,WASHC5,NUP62,SEPTIN2,CDC25B,BCL2L1,CHMP2A,PLK2,SPTBN1"
"61","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.318663863583275,0.807703859086791,0.265546561331303,1.06807237393288,6820,97,"RPS4Y1,RPL4,ZFP36,RPL23,NCBP2,NBAS,RNPS1,RPL18,UPF2,LSM5,DCP2,LSM3,EXOSC7,RPS24,LSM6,CTIF,RPS16,MAGOH,CPEB3,PRPF18,RPL35,RPS6,RPL37,LSM7,RPS29,CNOT4,SMG1,ATM,LSM1,UPF1,RPS5,RPL10A,RPL30,EXOSC2"
"62","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.720854425525387,0.967886793292733,-0.313370343856004,-0.801723708821184,18796,14,"TFAM,ELAC2,PRKAA1,HSD17B10"
"63","GOBP_RNA_5_END_PROCESSING",0.978424757382648,1,0.200448589304687,0.518012957616027,23490,13,"POP5,RPP38,SSB,POP4,POP1,RPP40,UTP20,RPP30,PRORP,POP7,TBL3,NOP14,HSD17B10"
"64","GOBP_RESPONSE_TO_ACID_CHEMICAL",0.192024518265403,0.702173732077503,-0.314145323263465,-1.17450566581509,5450,80,"SST,COL16A1,HPCA,CCN2,TMBIM6,PDX1,BAD,GRIN1,CHUK,GSTP1,RRAGB,AQP2,SIPA1,ATP7A,NTRK1,GLRA1,TH,UMOD,MTOR,UFL1,GIP,PDGFRA,GLRB,PEMT"
"65","GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",0.351437204617649,0.830553481426171,-0.458478570709889,-1.10041596742147,9071,11,"TERF1,DNA2,WRN"
