"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"11","GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.539899352983465,0.931954581469741,0.313347100019706,0.939893740484738,14268,22,"MTAP,CTH,MAT1A,MMUT,ADO,SLC7A11,CDO1,TXN2,AGXT,GCLM"
"12","GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.340642312013327,0.859403848517954,0.455546309992448,1.10427042244525,8792,10,"CTH,MAT1A,ADO,CDO1,TXN2,AGXT"
"13","GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.000181680545041635,0.0153386471924122,0.292111817567466,1.46156013098518,5,543,"ZFP36,BCL6,ZNF254,DDIT3,ATF3,SMURF2,CEBPB,GADD45A,YBX3,PER2,LARP7,NFIL3,ZNF148,SOX9,SUMO1,NR1D2,DNAJB1,EZR,ID4,WWTR1,RPL23,DACH1,CRY1,ZNF136,PER1,ANKRD1,ZBTB16,KLF10,JUN,TCERG1,PRRX1,LRRFIP1,NRIP1,MXD4,PSMD10,TXN,EDNRB,ZNF529,PKIA,SCAF8,UBC,BTG2,ARID5A,RTF1,PAX6,TRIM33,ZHX3,POU1F1,FOSB,TWIST1,ZNF169,CNBP,MSX1,MEF2C,C1QBP,ZBTB33,CNOT1,JARID2,SNW1,CTBP1,STRAP,ENO1,TAF7,RPS14,MEF2A,NCOA2,DKK1,MBD2,TRAF6,SUPT4H1,NEDD4,LEFTY1,BHLHE40,GATA6,UBE2D3,MAFK,PAWR,FOXC2,POU4F2,ZFP37,KDM1A,HIPK2,PHF21A,RYBP,SOX11,HES1,SPEN,RELA,NR2F1,GABPA,BMP6,MYT1L,BACH1,PPM1A,IRF7,DDX5,TGIF1,HDAC3,PIAS3,SPI1,MED25,MAGEA1,TFAP2C,ZEB2,CREM,MDFI,FOXO3,DR1,IL4,ZNF134,PCNA,TGIF2,PPID"
"14","GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_ORIENTATION",0.339771128768582,0.858629646195294,0.383133577219817,1.09105340611695,8936,18,"NDC80,UBXN2B,GPSM2,FBXW11,MISP,DYNLT1,SPRY2"
"15","GOBP_RRNA_MODIFICATION",0.116336729554875,0.667029351864428,0.569675387014001,1.38092586083079,3002,10,"THUMPD1,MTERF4,TSR3,NOP2,BUD23,DIMT1,FBL,DKC1"
"16","GOBP_MAPK_CASCADE",0.875059326056004,0.995773202296405,0.1755896509185,0.889083491061796,29499,635,"GADD45B,ZFP36,ATF3,GADD45A,SPAG9,RGS2,IL6,TNIK,SOX9,AGT,ADORA2B,APOE,PAQR3,GSDME,GADD45G,EZR,MAPK4,PER1,ZFP36L1,NTRK2,FGFR3,PSMA5,ADRB3,SRPK1,PSMD10,SLC9A3R1,ACKR3,FBXW11,DAG1,UBC,IRS1,SKP1,FOXO1,MAP2K3,EGF,MAP4K5,RIPK1,DDT,MEF2C,PSMA7,PSMB5,ARHGEF6,JAK2,BCAR3,RANBP9,CCN1,BMP7,MIF,CCL20,PDCD4,CCN2,PSMA2,SH2B3,PLA2G5,LYN,CD44,MEF2A,KL,DKK1,JAK1,FERMT2,TRAF6,PIK3CB,NF2,IRAK3,FYN,ROBO1,MAPK1,SDCBP,RASA3,EPHA4,POU4F2,SMAD1,TLR3,SPRY2,HIPK2,ITPKB,CRYBA1,IGFBP3,DUSP10,FGF5,SASH1,CYLD,KLHDC10,UBE2N,CCL22,MAP4K4,FKTN,NDRG4,EGFR,FGF2,HDAC3,SHC1,FGG,SPI1,TIMP3,IL5RA,GPR37L1,PSMA4,EIF3A,KIT,PHB2,PSME1,SPTBN1,FZD7,RAPGEF2,IL2RA,MID1,PSMB1,DLG2,AKAP12,NEFL,PSMA3,AGER,PIN1,RAP1A,MAP3K13,SOD1,ITGA1,PRKCE,KRAS,PSME2,PDCD10,DSTYK,CD81,P2RY1,CFLAR,TENM1,HBEGF,MT3,CCL8,NBR1,CSF2RA,ZMYND11,LPAR1,KARS1,FGFR1,PTPN1,PRKCA,SMAD4,CCL17,DUSP5,ANKRD6,RGS4,TNFSF11,GPNMB,PHB,PLCE1,PSMB9,EREG,NRG1,CRKL,PSMD6,SPRY1,NPHS1,RET,PSMD7,IGBP1,CCL18,MAPK14"
"17","GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY",0.123434429072411,0.670117201806086,0.510502581619254,1.35890606485908,3202,14,"H3-3B,H4C3,MBD2,BAZ2A"
"18","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",3.62923713435436e-05,0.00516266300247387,0.658314676925748,2.42256940128077,0,55,"RPS4Y1,RPL10A,RPS5,RPL4,RPL35,RPS24,RPL18,RPS6,RPL23,RPS17,RPL37,RPS29,RPL11,RPL28,RPLP1,RPS23,RPS11,RPS16,RPL3,RPL30,EIF4A3,RPS15A,RPS14,ETF1,RPL27"
"19","GOBP_ACTIVATION_OF_MAPKK_ACTIVITY",0.777970287905039,0.985903115028158,0.233558219439166,0.808291807889791,21103,41,"TNIK,CARTPT,EGF,RIPK1,JAK2,MAPK1,EGFR,CRK"
"20","GOBP_ACTIVATION_OF_MAPK_ACTIVITY",0.675245212517515,0.965297492015381,-0.210334065018495,-0.908839574827081,14456,109,"CD74,C5,TF,GHR,IGFBP6,MAP3K12,GRM4,MAP2K2,MAP3K10,MOS,PKN1,PTPRC,MAP2K1,STK39,MAP2K7,MAP3K11,GDF15,MAPK8IP3,SHC2,TAOK2,MAP4K2,TAB1"
"21","GOBP_INACTIVATION_OF_MAPK_ACTIVITY",0.736950926199418,0.979480543807772,-0.276354358148664,-0.807668952903613,17464,18,"SPRED2,PPP2R1A,DUSP1,RGS3,CAV1,DUSP7"
"22","GOBP_PROTEIN_POLYUBIQUITINATION",0.0421996615905245,0.491352956699179,0.289861340098334,1.29833711878241,1246,186,"SMURF2,UBE2C,RBBP6,PRPF19,UBE2D2,RNF114,PSMA5,PSMD10,FBXW11,UBC,KLHL20,SKP1,ANAPC10,TOPORS,ANAPC13,FBXO21,SIAH2,PSMA7,PSMB5,ARIH1,CDC23,SIAH1,PSMA2,CDC27,BIRC2,UBE2G1,TRAF6,NEDD4,UBR2,UBE2D3,UBE2E1,UBE2A,MARCHF7,SASH1,UBE2N,PSMA4,UBOX5,PSME1,RNF216,TPP2,PSMB1,PLAA,CDC16,TRIM14,PSMA3,FBXL5,TRAF3IP2,RNF6,PSME2"
"23","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.326857621615961,0.851836754151481,-0.209523313025959,-1.03983811242975,6241,302,"CNP,DCTN1,TPPP,TUBB4A,PHLDB1,PIBF1,TUBGCP4,GNAI1,NUMA1,PRKCZ,DYNC1H1,ARHGEF2,MTCL1,SRGAP2,CEP68,CLASP2,TOGARAM1,PPP1R12A,MAP7,WASHC5,MAPT,MLH1,ROCK2,SYNE2,FKBP4,SUN2,CUL7,TUBB3,CHD3,KPNB1,WDR62,ZPR1,TPR,MYBL2,SIK3,XRCC2,MOS,ABL1,LLGL1,RAB11A,TBCD,CCP110,CDK2AP2,TEKT2,PAK1,CLIP2,LLGL2,VPS4B,KIAA0753,SPEF1,CEP57,STMN1,NEK2,DNAH17,EML3,KAT2B,NEFH,PAFAH1B1,TUBA4A,PARP3"
"24","GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",0.44179289505288,0.891530653876232,0.418565256419892,1.01462622435765,11403,10,"PRPF19,PRPF31,PRPF3,SART3"
"25","GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0.450105061377963,0.896715138622118,0.288914474484151,0.99986719999443,12209,41,"PRPF19,SNRPD1,SRPK1,TXNL4A,SRSF9,SRSF5,SNRPC,SF3A3,CELF2,PSIP1,SNRPD2,DDX1,SF3A1"
"26","GOBP_MITOCHONDRIAL_FISSION",0.811880059286284,0.988680862666779,0.259744439497329,0.750185766155822,21362,19,"MX1,SLC25A46,DNM1L,BNIP3,COX10"
"27","GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.192540249144023,0.752239317814982,0.32764323715101,1.19093449969352,5285,52,"PER2,PPP1R3C,HS2ST1,GYG2,GSK3B,IRS1,EGF,PGM1,PPP1CB,NDST2,UGP2,GYG1,HAS2,AGL"
"28","GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.270175838365425,0.800763803849202,0.388946297343025,1.15149080240337,7113,21,"PYGB,PHKA1,PGM1,PPP1CB,G6PC,AGL,PYGM,RB1CC1"
"29","GOBP_MITOTIC_CELL_CYCLE",0.913119724170729,0.999838709677419,0.172633845387384,0.873742301096083,30720,633,"BCL6,CDKN1A,GADD45A,GEM,TUBB2B,UBE2C,RPS6,KIF3B,POLE3,ZFP36L1,TACC2,LMNA,E2F3,BTG1,NDC80,UBXN2B,SPAG5,CTDSPL,PSMA5,UNC119,PPP6C,ORC3,PSMD10,SLC9A3R1,PRKAR2B,TRIAP1,PKIA,GPSM2,FBXW11,BTG2,DCTN6,CAMK2A,AKAP8L,SKP1,ANAPC10,POLA1,CENPC,EGF,RHOC,WAPL,PSMA7,HAUS3,MAD2L1BP,RANBP1,PSMB5,CLIP1,CNOT1,BRINP2,CUL2,CHMP2B,CDC23,SON,MCM6,BMP7,CIT,PSMA2,FOXN3,CDC27,KLHL18,LSM14A,BCAT1,DBF4,CDKN1B,ALMS1,CDH13,CNOT4,PPP1CB,RAD51B,MISP,TENT4A,DYNLT1,EMD,CD28,ANGEL2,SDCBP,SPRY2,PHOX2B,IK,UBE2E1,RAD9A,BBS4,BTG3,HES1,CHEK1,CENPE,DCTN3,ARF1,CYLD,CEP131,FAM107A,SYF2,BACH1,CCNB1,KIF25,EPS8,RAD51C,RRM1,EGFR,ZNF324,HUS1,ADAM17,PPAT,PSMA4,PHB2,PRMT2,PSME1,KIF14,SPTBN1,PLK4,FHL1,PSMB1,RHOB,PCNA,ARL3,GSPT1,CDC6,CDC16,RPA3,CUL5,PSMA3,INHBA,CCNG1,NSFL1C,PIN1"
"30","GOBP_MITOTIC_CYTOKINESIS",0.787384912384912,0.988098525981816,0.237990944875932,0.795813080450072,21208,35,"UNC119,RHOC,CHMP2B,SON,CIT,BBS4,ARF1,SPTBN1,RHOB,ARL3,RHOA,APC,SEPTIN6,SPAST,RAB35,CHMP1A"
"31","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.136596702202221,0.684892285889038,0.3703403608538,1.27526718628904,3702,40,"ZFP36,ZFP36L1,BTG2,CNOT1,LSM3,EXOSC8,CNOT4,TENT4A,TOB1,POLR2D,SAMD4A,POLR2G"
"32","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",0.0775662220195341,0.593743574152193,0.495630373146799,1.43146414194192,2040,19,"ZFP36,BTG2,CNOT1,CNOT4,TENT4A,TOB1,SAMD4A,POLR2G,TUT4,CPEB3"
"33","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.976022626535523,0.999838709677419,-0.187583832929778,-0.556487724723766,23120,19,"SKIV2L,DIS3,LSM4,DDX6"
"34","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.763174927610288,0.980668308499553,0.199175109037088,0.878288973371425,22402,165,"HBB,IL6,APOE,FOS,TRPC6,JUN,TXN,TRA2B,NFE2L2,RACK1,TPM1,FOXO1,GCH1,NET1,RIPK1,EEF2,HIF1A,BMP7,FYN,AXL,MAPK1,PAWR,BNIP3,RELA,SDC1,EGFR,GPX1,CRK,GPR37L1,HNRNPD,CAT,RHOB,PCNA"
"35","GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.927077588766809,0.999838709677419,-0.213243015563658,-0.657264706372893,21853,22,"UCP2,TXNRD2,CCS,ATP7A"
"36","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.000795334040296925,0.0476510624169987,0.337151146973017,1.55041626445699,23,230,"LARP7,SRSF3,CDC40,PRPF19,SYNCRIP,SNRPF,NUDT21,SNRPD1,SRPK1,BUD31,TRA2B,PRPF40A,TXNL4A,RBM3,SRSF9,HNRNPA0,HNRNPC,SNRPB2,C1QBP,FAM172A,CIRBP,FMR1,DHX9,LSM3,SON,EIF4A3,SNW1,SRSF5,STRAP,NCL,SNRNP27,PRPF31,MBNL2,POLR2K,GEMIN4,PRDX6,PAPOLA,HNRNPM,DDX42,SNRPC,PPWD1,SNRPD3,RBFOX2,RBM15B,SNRNP40,SRSF2,IK,KDM1A,CLNS1A,POLR2D,HNRNPA3,SF3A3,SPEN,POLR2C,SYF2,CELF2,DDX5,POLR2G,PRPF18,PRPF3,POLR2L,HNRNPA1,HNRNPD,TFIP11,HNRNPR,GTF2F1,MPHOSPH10,POLR2I,PSIP1,CASC3,SNRPD2,PCF11,SRSF4,SAP18,WBP4,SART3,PCBP2,PRPF4,POLR2F,HNRNPH3,DDX1,PPIH,DHX38,SF3A1"
"37","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.346005651168764,0.862535146921353,0.299974186541442,1.06854094968051,9428,47,"TRA2B,SRSF9,FAM172A,FMR1,DHX9,MBNL2,HNRNPM,RBFOX2,RBM15B,KDM1A,CELF2,DDX5,HNRNPA1"
"38","GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.214702298050139,0.771714628991267,-0.332767637660618,-1.17421038531314,4932,38,"RBMX,NOVA2,DDX17,RBM5,FXR1,NOVA1"
"39","GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",0.0277631875140692,0.418456833664047,0.503027119644646,1.57242355980009,739,26,"PRPF19,SNRPF,SNRPD1,STRAP,PRPF31,GEMIN4,SNRPC,SNRPD3,CLNS1A,PRPF3,SNRPD2,SART3"
"40","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.480686207680073,0.909960165640501,0.323856679056177,0.981280753084123,12692,23,"FKBP5,PPIG,PPIB,PPWD1,RANBP2,PPID,PIN1"
"41","GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.933304080737165,0.999838709677419,0.194275373553969,0.698060921054494,25523,49,"HK2,HIF1A,TOMM7,DNM1L,BNIP3,WIPI2,MAP1LC3B,ATG12,PHB2"
"42","GOBP_MITOPHAGY",0.899109291232218,0.999838709677419,-0.227894524550691,-0.676073750405206,21298,19,"TSC2,HUWE1,PINK1,SQSTM1,VPS13D"
"43","GOBP_MATURATION_OF_5_8S_RRNA",0.717333445988763,0.972242722286414,-0.271283659119387,-0.827076453118909,16979,21,"PRKDC,NOP14,UTP20"
"44","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.771443773039942,0.983614052759498,0.270217439241681,0.780433556454516,20298,19,"RPS16,BMS1,RPS14,TSR2,GTF2H5"
"45","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.824969858229743,0.989057762959812,-0.267107695316679,-0.730391350183943,19842,14,"NOP14,UTP20"
"46","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",0.731104372193006,0.977473265197962,0.294928517174783,0.800361004418368,19045,15,"BMS1,EXOSC8,ERI3"
"47","GOBP_MATURATION_OF_LSU_RRNA",0.0446645342787776,0.492198830278142,0.579684102255757,1.54306025203463,1158,14,"RPL10A,RPL35,RSL1D1,LAS1L,ZNHIT3,BOP1,NOP2,RRP15"
"48","GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.747412445608551,0.980668308499553,-0.26440714072541,-0.806111657592486,17691,21,"COBL,FZD5,LHX1,HOXD8,C2CD3,WDR77,PTCH1,TBXT"
"49","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION",0.825529050443855,0.989057762959812,-0.256486332729982,-0.738429051488175,19621,17,"XPC,RAD23B,PARP1,COPS7A,DDB1"
"50","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING",0.981982362124984,0.999838709677419,-0.181872480315472,-0.531537684885574,23271,18,"XPC,RAD23B,PARP1,DDB1"
"51","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",0.659376165030446,0.960499817977065,-0.325182739310539,-0.850332844873253,15917,12,"RAD50,ERCC4,XRCC1,ERCC1,RAD51,TERF2"
"52","GOBP_RECOMBINATIONAL_REPAIR",0.997265203310543,0.999838709677419,0.14847683526914,0.570937557008615,27713,70,"MCM6,RAD51B,KDM1A,CHEK1,H2AX,UBE2N,RAD51C,HUS1,RPA3,RIF1,RAD21,SMCHD1,FEN1,YY1,BRCA1,ACTR2,NIPBL,REV3L,ZNF365,RAD51AP1,RPA1,MCM4,PSMD14"
"53","GOBP_NON_RECOMBINATIONAL_REPAIR",0.396929665384336,0.878886318135354,0.280293002931354,1.0314660694876,10936,55,"SUMO1,H4C3,PRPF19,HMGB2,POLA1,HMCES,H2AX,UBE2N,DCLRE1A,PAXIP1,TFIP11,RIF1,DNTT,SMCHD1,BRCA1,ERCC8,NSD2,BARD1,POT1"
"54","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",0.947512428224594,0.999838709677419,0.220936076506239,0.588109414370048,24586,14,"UBE2N,BRCA1,BARD1,DNA2"
"55","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.77886620977354,0.985991380443196,0.244471020402463,0.796012920109307,20910,31,"UBC,POLA1,UFD1,RFC4,PCNA,RPA3,USP10,ZBTB1,RFC3,REV3L,PCLAF,RPA1,VCP,UBB"
"56","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.487358856404212,0.913331230972282,0.341916540603486,0.973679229422191,12818,18,"IL6,HMGB2"
"57","GOBP_SISTER_CHROMATID_SEGREGATION",0.932892747917179,0.999838709677419,0.183510406878562,0.755371742139805,26537,104,"UBE2C,NDC80,SPAG5,AKAP8L,CENPC,WAPL,MAD2L1BP,CHMP2B,CDC23,CDC27,TENT4A,IK,CENPE,TOP2B,CCNB1,KIF25,RAD51C,PHB2,KIF14,CDC6,CDC16,RAD21,FEN1"
"58","GOBP_CELL_MORPHOGENESIS",0.00703261140154344,0.216535925977415,-0.234374616833367,-1.25008145833582,112,679,"UGT8,CORO1A,MINK1,CDC42EP1,PLXNB3,CNP,LIPA,ENPP2,SPTBN2,SEPTIN7,NOTCH3,SHC3,SEMA3B,SPART,UNC13A,RAB3A,METTL3,PLOD3,FLRT2,CDHR1,KIF20B,CDH19,PRKCZ,ALCAM,MAG,CNTN2,KEL,PRKDC,GAB2,ARHGEF2,ARHGAP33,DDR1,SLIT1,ZMYM4,FRYL,SRGAP2,ITPKA,SLITRK2,CCL2,EPHB3,TAOK3,CLIC4,TYRO3,ARHGAP4,LAMA3,GAS7,MAPT,HPN,CDC42EP2,RHOG,SMURF1,ITGB3,ASXL1,SNX1,LGI1,EFNB3,CUL7,TUBB3,ACTN4,COBL,UNC5B,GDF7,RASA1,EPHB6,RHOBTB1,PARVB,NFASC,CPNE6,IHH,GAB1,SLITRK5,EFNA3,SEMA7A,ARHGAP35,EFNA1,FARP1,DICER1,NCAM1,PSEN1,PRKCQ,FN1,BDNF,ABL1,LLGL1,MEGF8,RAB11A,BSG,GBP1,MAP2K1,DOCK1,TBCD,NR2E1,EPB41L3,CXCL12,TEK,DLG4,ARHGDIA,ATP7A,THY1,TRIO,GREM1,PAK1,PTPN6,MPL,GDI1,RAC3,PLXND1,KIAA0319,CPNE1,SH3GL2,TAOK2,VLDLR,ANK3,PSMB10,FLRT1,PLS1,PTPRA,STMN1,LAMB3,FMNL1,CHL1,KLF7,PTK2,LST1,RDX,CSF1R,LRP2,SEMA3C,HPRT1,SLIT3,MAPK8IP2,NEFH,APBB1,CLDN4,PAFAH1B1,CDH11,SZT2,DNM2,SPG11,FEZ1,L1CAM,GLI3,KIF13B,CDK5,SEMA4F,ARAP1,SPTA1,DOK4,KIF1A,RHOD,ULK2,ITGB2,ZMYM3,CDH12,NBEAL2,ZSWIM8,EPHB2,CFAP410,COL18A1,SIPA1L3,RND2,STK25,TPBG"
"59","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.0390779235861108,0.479372562623637,-0.227413477539596,-1.18627392760602,672,505,"MINK1,PLXNB3,CNP,SPTBN2,NOTCH3,SHC3,SEMA3B,SPART,RAB3A,METTL3,PLOD3,FLRT2,CDHR1,ALCAM,MAG,CNTN2,KEL,PRKDC,GAB2,ARHGAP33,SLIT1,SRGAP2,ITPKA,SLITRK2,EPHB3,CLIC4,TYRO3,ARHGAP4,LAMA3,MAPT,RHOG,ITGB3,LGI1,EFNB3,CUL7,TUBB3,ACTN4,COBL,UNC5B,GDF7,EPHB6,PARVB,NFASC,IHH,GAB1,SLITRK5,EFNA3,SEMA7A,ARHGAP35,EFNA1,FARP1,NCAM1,PSEN1,PRKCQ,FN1,BDNF,ABL1,LLGL1,MEGF8,RAB11A,BSG,GBP1,MAP2K1,DOCK1,TBCD,NR2E1,CXCL12,TEK,DLG4,ARHGDIA,THY1,TRIO,PAK1,PTPN6,MPL,GDI1,RAC3,PLXND1,KIAA0319,TAOK2,VLDLR,ANK3,PLS1,PTPRA,STMN1,LAMB3,CHL1,KLF7,PTK2,CSF1R,SEMA3C,HPRT1,SLIT3,MAPK8IP2,NEFH,APBB1,PAFAH1B1,CDH11,SZT2,DNM2,SPG11,FEZ1,L1CAM,GLI3,KIF13B,CDK5,SEMA4F,SPTA1,DOK4,KIF1A,ULK2,NBEAL2,ZSWIM8,EPHB2,COL18A1,SIPA1L3,RND2,STK25,TPBG,PTPRD,SLC11A2,RAC2,OMG,MELTF"
"60","GOBP_CYTOKINESIS",0.558192920435242,0.935754564353031,-0.227030080938683,-0.950555567693086,12157,90,"SEPTIN7,CALM3,KIF20B,KLHL9,CDC25B,WASHC5,ROCK2,CUL7,RASA1,SVIL,RAB11A,SEPTIN4,CCP110,DRD3,VPS4B,ANK3,GIPC1,STMN1"
"61","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",3.5288305455572e-05,0.00516266300247387,0.550521952749028,2.24187426478663,0,97,"RPS4Y1,ZFP36,RPL10A,RPS5,RPL4,RPL35,RPS24,RPL18,RPS6,RPL23,ZFP36L1,RPS17,RPL37,RPS29,RPL11,RPL28,RPLP1,RPS23,RPS11,RPS16,BTG2,RPL3,RPL30,CNOT1,LSM3,EIF4A3,EXOSC8,RPS15A,RPS14,CNOT4,TENT4A,TOB1,ETF1,RPL27,POLR2D,SAMD4A,DDX5,POLR2G,PRPF18"
"62","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.995343616180934,0.999838709677419,-0.165643447461629,-0.452942926624352,23940,14,"MRPL12,PRORP,MTERF1,HSD17B10,ELAC2,PRKAA1,GRSF1,LRPPRC,SUPV3L1,TFAM,PDE12,GARS1,FOXO3,MTERF4"
